33 2 13.8231 3.432 10.0685
205 2 16.3133 0.735268 8.66124
1 1 1.3453 4.4731 9.07572
41 2 2.31351 4.85894 12.2388
154 2 2.05889 8.05069 6.60125
46 2 18.8253 5.59124 11.2647
8 1 7.08353 3.16811 10.5547
210 2 10.3801 8.46049 9.81435
9 2 8.15479 5.43409 9.04495
62 2 12.9659 3.95441 14.1217
24 2 16.0499 3.48883 7.62681
191 2 0.274588 9.29121 9.0573
183 2 2.56506 8.07457 12.3521
39 2 4.31327 8.13977 8.77219
162 1 7.5626 6.94657 11.2424
45 1 7.67658 9.22418 9.71013
80 2 12.2028 10.1117 8.29592
168 2 12.0844 11.5059 11.6024
118 1 11.4322 9.07798 12.9937
192 2 14.5802 10.0141 10.505
180 2 15.3475 9.54197 7.16495
65 2 16.3897 7.51202 9.76888
207 2 3.17622 12.1079 9.39652
64 2 1.04662 15.6017 11.2771
43 1 2.67834 9.6024 10.1994
193 2 9.25991 11.9644 9.73569
88 2 5.83066 12.5105 10.3977
115 2 12.5813 15.0565 10.5401
47 1 10.1338 14.4858 8.91432
6 2 15.1803 14.0566 11.3556
4 2 15.615 12.4217 8.81917
119 2 18.7501 12.5658 8.98322
133 2 1.15413 14.5858 6.2424
35 2 1.69542 0.628246 11.2708
200 1 4.96568 0.525976 9.27245
31 2 5.49321 13.6929 7.56071
84 2 6.74016 -0.221396 11.6839
113 2 10.4182 17.1288 8.10691
72 2 13.457 17.3754 8.95418
12 2 0.338748 17.5393 9.40189
152 2 16.4605 16.5963 8.61773
171 2 2.76321 2.09103 14.4451
177 2 18.5456 2.78687 11.058
50 2 18.1351 4.06908 14.5841
29 1 5.70648 17.9914 15.5128
109 2 7.51596 2.8858 13.3366
184 1 9.87407 1.33707 13.888
73 2 9.85421 2.90654 11.6686
105 2 14.7198 1.8572 14.1628
161 2 13.2465 0.486731 11.2047
18 1 16 1.07174 11.2555
215 2 18.4398 1.02954 15.2324
74 2 5.69858 5.5139 11.8603
53 2 9.49309 6.98395 12.7769
44 1 11.486 3.30392 16.1677
142 2 12.6945 6.76937 11.9932
202 2 15.305 5.55986 11.6167
93 2 18.6394 8.05653 14.3342
15 2 4.22308 10.4354 14.2567
158 2 0.367372 10.8214 14.8345
127 2 6.83324 9.49691 12.083
216 2 10.8294 7.31446 15.3765
28 2 13.5828 10.9833 14.2799
169 2 15.7985 8.09062 12.9726
82 2 17.7445 9.9017 11.0311
5 2 1.84813 12.0967 11.8844
190 2 0.470302 14.0301 15.3676
211 2 3.58264 14.4473 13.4922
2 2 9.61567 12.9778 13.1333
108 2 10.579 15.2908 16.3219
179 2 13.9082 14.1046 14.5695
7 2 18.0226 14.1089 12.611
81 2 16.6222 11.531 13.4541
104 1 1.91613 16.414 15.3283
70 2 3.22987 17.4659 12.9113
186 1 5.28715 15.2165 10.7354
42 2 6.41698 15.2708 13.7114
145 2 9.05545 15.8706 11.6201
156 2 9.74096 19.5762 10.638
143 2 11.9542 17.2455 13.397
21 2 14.8364 17.0891 12.9913
146 2 18.5836 17.6332 14.4121
214 2 17.3012 18.0582 11.5914
134 2 2.90011 3.05134 16.9495
111 2 4.9302 0.918316 18.4955
63 2 6.32449 1.4639 15.9301
112 2 12.2551 0.558822 14.9493
136 2 8.70678 2.2469 17.8503
144 2 12.2487 3.77695 19.3264
87 2 14.6439 2.71216 17.2896
148 2 16.214 1.91742 0.521486
155 2 2.26924 6.73142 15.5331
172 1 4.0543 5.85131 17.2511
204 2 7.77967 8.62134 0.927798
32 2 6.44207 4.41745 18.3923
201 2 5.94366 5.15023 15.6226
206 2 9.31632 4.39923 15.4012
100 1 9.1162 8.50169 17.0018
59 2 14.6767 6.70022 15.6985
124 2 15.7773 5.37488 18.4649
163 1 0.534252 7.5713 17.7588
67 2 17.2356 8.34744 17.0016
153 2 18.4768 4.9646 17.891
189 1 1.87603 9.70288 16.528
11 2 0.733501 10.1355 18.903
128 2 4.53302 8.56412 17.7213
137 2 6.82991 8.47799 15.5121
140 2 9.86254 10.6884 14.6375
99 2 10.2874 10.1885 18.8507
150 2 12.7531 7.75091 17.3569
198 2 14.2977 10.9515 17.3148
55 2 17.1831 11.6614 16.8038
23 2 0.469786 14.7186 18.3355
116 2 3.46951 15.2164 17.6777
194 2 7.8841 11.7319 16.2921
56 2 3.81693 12.3606 16.2653
61 1 4.28454 14.7406 1.74419
209 2 7.77121 14.3809 17.2302
178 2 8.47956 13.617 1.07678
95 2 14.5201 14.4946 17.8854
69 2 16.5927 14.616 15.7815
103 2 16.9764 13.2117 0.675576
164 2 3.0828 18.5673 16.6368
213 2 0.323372 18.2975 18.2671
85 2 6.27856 17.5003 17.8934
149 2 8.74906 18.129 14.3731
121 1 8.69028 18.3954 19.2148
78 2 11.079 18.8017 17.6845
52 2 13.8834 17.1647 16.3666
90 2 15.3862 16.866 0.655659
208 2 15.9328 18.7451 17.156
